Location,Year,Age,Sex,Cause of death or injury,Measure,Value,Lower bound,Upper bound
Poland,2017,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.101988743077,0.112986912526,0.0920292131043
Portugal,1990,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0960084087896,0.104065367746,0.0880682973414
Portugal,1991,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.099649815796,0.107568980315,0.0920197670014
Portugal,1992,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.103075313679,0.110937227399,0.0953309928544
Portugal,1993,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.106284267174,0.114399284732,0.0979998963916
Portugal,1994,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.109277676626,0.118080073377,0.100495161331
Portugal,1995,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.111985906612,0.121457355576,0.102692482752
Portugal,1996,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.114528956886,0.123831284878,0.105478123461
Portugal,1997,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.11686163232,0.126448118124,0.107769590628
Portugal,1998,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.11911176896,0.129238130922,0.109657109217
Portugal,1999,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.121249299244,0.132136631527,0.111379297984
Portugal,2000,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.123266352035,0.134755308368,0.11288708262
Portugal,2001,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.125235430381,0.137138219615,0.114928271123
Portugal,2002,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.12698536071,0.138590405646,0.116628865695
Portugal,2003,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.128773976394,0.140680686918,0.118145531212
Portugal,2004,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.130755590662,0.143534346621,0.11987158364
Portugal,2005,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.133012045861,0.14693872776,0.121266842101
Portugal,2006,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.13586932057,0.148938767018,0.12478754308
Portugal,2007,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.139102891183,0.151408320629,0.12798796539
Portugal,2008,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.142559955436,0.153852840838,0.130948941253
Portugal,2009,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.145867525854,0.158023271401,0.134019401202
Portugal,2010,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.148636542206,0.161922634901,0.136013481376
Portugal,2011,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.151105396172,0.163870871129,0.139053969727
Portugal,2012,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.15348536124,0.16583794519,0.141994358101
Portugal,2013,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.155945964583,0.168612214213,0.1443764388
Portugal,2014,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.15838197815,0.172230702475,0.146234058934
Portugal,2015,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.160745646673,0.175447296403,0.147959411055
Portugal,2016,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.163018000571,0.178730422053,0.149278511396
Portugal,2017,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.164995686382,0.181716717465,0.14995262947
Slovakia,1990,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0553792119759,0.0601255993793,0.0503311393298
Slovakia,1991,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0556799471927,0.0603176388896,0.0508360572128
Slovakia,1992,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0560793088598,0.0606757837699,0.0512889989087
Slovakia,1993,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0565547192657,0.0613412610282,0.0518182444235
Slovakia,1994,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0571071583387,0.0620617639291,0.0524123044414
Slovakia,1995,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0577229553627,0.0630274276101,0.052948524896
Slovakia,1996,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0585606790392,0.0636508612344,0.0538933650229
Slovakia,1997,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0596957528052,0.0647575404022,0.0549328635051
Slovakia,1998,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0609503342455,0.0662114227484,0.0560112733939
Slovakia,1999,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0621900357226,0.067745585188,0.0570112385946
Slovakia,2000,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0632652853245,0.0691559312002,0.0577220977277
Slovakia,2001,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0642212099026,0.0699564975224,0.059053329415
Slovakia,2002,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0652215379714,0.0709494068577,0.0602586407331
Slovakia,2003,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0662435536343,0.0719237227853,0.0613036945177
Slovakia,2004,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0672574684375,0.0731430460968,0.0620229269089
Slovakia,2005,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0682435410744,0.0746753606561,0.0624211606823
Slovakia,2006,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0692604290733,0.0753802312381,0.0638913695844
Slovakia,2007,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0703640804404,0.0762182642887,0.0649317426258
Slovakia,2008,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0715168987475,0.0775245452504,0.0655662870011
Slovakia,2009,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0726805771146,0.078927786678,0.0662395996418
Slovakia,2010,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0738390878297,0.0807572543084,0.0665934407459
Slovakia,2011,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0750156629439,0.081769730035,0.067911428399
Slovakia,2012,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0762470389915,0.0832658417073,0.0695029648058
Slovakia,2013,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0775384662182,0.0848975307693,0.0708979673903
Slovakia,2014,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0788731701049,0.0865801904659,0.0723358666889
Slovakia,2015,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0802153130908,0.0883620452528,0.0734235023009
Slovakia,2016,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0815617611271,0.0906907550535,0.0743618632141
Slovakia,2017,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0829273789282,0.093117154911,0.0750341178941
Slovenia,1990,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0602208554323,0.0661022317464,0.0550588879075
Slovenia,1991,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0617632203949,0.067728658949,0.0565366808288
Slovenia,1992,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0634193667493,0.0693543312549,0.0583778730521
Slovenia,1993,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0651801725286,0.071029010151,0.0600220415853
Slovenia,1994,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0670164141316,0.0727463786571,0.0615726582938
Slovenia,1995,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0689582479082,0.0748855799575,0.0631036450024
Slovenia,1996,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.071196461517,0.0770261103634,0.0652701374609
Slovenia,1997,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0737941558074,0.0800120567274,0.0679929912382
Slovenia,1998,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0764375796894,0.0829465826649,0.0704580431277
Slovenia,1999,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0788102185999,0.0859030833857,0.0724125725471
Slovenia,2000,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0806003150688,0.0883129619675,0.0739356011215
Slovenia,2001,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0818648771619,0.0893316511933,0.075167960365
Slovenia,2002,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.082998256479,0.0902435717192,0.0762762167469
Slovenia,2003,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0840148022818,0.0915231677228,0.0771742823849
Slovenia,2004,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0849835426945,0.0927428917165,0.0780374208576
Slovenia,2005,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0860187652494,0.0940373536503,0.078656699121
Slovenia,2006,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0870502395056,0.094623506525,0.079828332505
Slovenia,2007,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0880171634568,0.095525994488,0.0808428971419
Slovenia,2008,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0888823987197,0.0967597423453,0.0814784356312
Slovenia,2009,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.089668097629,0.097788255471,0.081934217543
Slovenia,2010,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0904364495417,0.0988709457251,0.08223044192
Slovenia,2011,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.091236688358,0.0997205307049,0.083128795433
Slovenia,2012,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0921013046444,0.100545099127,0.0840160571653
Slovenia,2013,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0929600236454,0.101974310882,0.0849676092204
Slovenia,2014,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0938160081674,0.103415210232,0.0857948495191
Slovenia,2015,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.094642439653,0.104956344895,0.0863303872019
Slovenia,2016,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0954480996127,0.106536130079,0.08621220466
Slovenia,2017,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0963294111071,0.108569449294,0.086653866815
South Korea,1990,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0500216538371,0.0545580422195,0.0459378357216
South Korea,1991,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0506133039512,0.0549843215953,0.0467478789603
South Korea,1992,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0514054115755,0.0555715109875,0.0477432966934
South Korea,1993,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0522117111637,0.0562121688121,0.048509497851
South Korea,1994,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0531418203548,0.0571425779568,0.049404363629
South Korea,1995,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0542081645972,0.0582224352171,0.0502473941011
South Korea,1996,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0553428418999,0.0591612387368,0.0516058877543
South Korea,1997,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0566044956233,0.0604409768014,0.0528797569471
South Korea,1998,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0577842737817,0.0617146848391,0.0540285524927
South Korea,1999,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0590114705082,0.0629048081992,0.0551510591651
South Korea,2000,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0602877883977,0.0644564633019,0.0563475435927
South Korea,2001,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0616765917373,0.0661819382029,0.0573289234236
South Korea,2002,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0634027331292,0.0679675809683,0.0587804237757
South Korea,2003,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0652252755976,0.0699042823808,0.0605291378421
South Korea,2004,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.067227120679,0.0717972480922,0.0626214914754
South Korea,2005,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0693685879496,0.074111895416,0.0644962636968
South Korea,2006,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0719143576138,0.0763954982139,0.0675346134194
South Korea,2007,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0751551619093,0.0799124474815,0.0707152875165
South Korea,2008,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0785371235769,0.0836890135872,0.073858737489
South Korea,2009,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0818185834367,0.0875230587436,0.0766838812512
South Korea,2010,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0845795195621,0.0912608751879,0.0786592257049
South Korea,2011,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0867747891737,0.0933822253186,0.0807776640262
South Korea,2012,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0889958562596,0.0957321522662,0.083005126319
South Korea,2013,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0909997233468,0.0979677093362,0.0849001270088
South Korea,2014,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0928944486747,0.0997504640398,0.0864028779979
South Korea,2015,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0946441585372,0.10268705498,0.0877431656165
South Korea,2016,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0960834893349,0.10503880189,0.0885984069555
South Korea,2017,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0973954217979,0.107785635972,0.0888905608387
Spain,1990,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0632364950154,0.0687465598147,0.058301814579
Spain,1991,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0654495980533,0.0707711102305,0.0608565949828
Spain,1992,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0676852652529,0.0726880720897,0.0634087356569
Spain,1993,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0699804343354,0.0748199126413,0.0658620272543
Spain,1994,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0722782401843,0.0773706409752,0.068020815741
Spain,1995,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0744452325894,0.0797864174301,0.0700673469678
Spain,1996,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.077008230259,0.0819939713511,0.0726528152554
Spain,1997,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0797613560007,0.0846901262722,0.0754066334451
Spain,1998,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0824271296988,0.0873981881661,0.0777804003486
Spain,1999,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0845940542281,0.0900802172301,0.0795008041872
Spain,2000,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0857395486106,0.0916483218713,0.0801791203072
Spain,2001,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.085779477429,0.0913339547847,0.0801735208314
Spain,2002,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0846067318859,0.0904279839113,0.0789272626835
Spain,2003,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0830534368299,0.0890365244737,0.0770864774049
Spain,2004,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0818306184442,0.0882613140752,0.0753863741823
Spain,2005,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0814448364485,0.08819556207,0.0748339067405
Spain,2006,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0820264110021,0.0883683979189,0.0760647579371
Spain,2007,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0827491113236,0.0888731028685,0.0770676950699
Spain,2008,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0836699287619,0.0897335449357,0.0778754379634
Spain,2009,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0847904905636,0.0910352420597,0.0787355855485
Spain,2010,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0859354817765,0.0929351682047,0.0792084130565
Spain,2011,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0872784940215,0.0941231581708,0.0808460146314
Spain,2012,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0886933444487,0.0956511732324,0.0824053728674
Spain,2013,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0903044289456,0.0975331036854,0.0839745668908
Spain,2014,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0920274977143,0.0995858704632,0.0852964718436
Spain,2015,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0936895064248,0.101816656857,0.0863506706833
Spain,2016,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0954876060877,0.104483379004,0.0873004993592
Spain,2017,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0972440563692,0.107343033342,0.0882889044193
Sweden,1990,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0808357873321,0.0875233991147,0.0745227758009
Sweden,1991,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0818828826827,0.0886956985733,0.0756198062859
Sweden,1992,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0829316640782,0.0897071106445,0.0767285883421
Sweden,1993,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0839950484111,0.0910071324037,0.0778318459008
Sweden,1994,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0850996427759,0.092335467692,0.0786157361234
Sweden,1995,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0863024364036,0.0939071585039,0.0793326692163
Sweden,1996,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0876248063838,0.0951748521079,0.0805587261178
Sweden,1997,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0891634352979,0.0966681783037,0.0817327203672
Sweden,1998,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0907837848566,0.098532570291,0.0831321598234
Sweden,1999,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0923146069402,0.0999513935396,0.0843607437961
Sweden,2000,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0936742126286,0.101699664288,0.0854098168651
Sweden,2001,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0948660553412,0.102821376795,0.086868119607
Sweden,2002,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0960689065112,0.104094540762,0.0882789371585
Sweden,2003,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0972667531182,0.105482295777,0.0895170394896
Sweden,2004,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0984073328347,0.106724906957,0.0907384766105
Sweden,2005,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.099476578754,0.108292548583,0.0916430077751
Sweden,2006,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.100513479828,0.108957342572,0.0927113378296
Sweden,2007,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.101613158378,0.110114615892,0.0936640104868
Sweden,2008,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.102778252983,0.111731904094,0.0945369613554
Sweden,2009,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.103984303587,0.113254343408,0.0952823248438
Sweden,2010,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.105203290701,0.115122472719,0.0957468941211
Sweden,2011,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.10644517219,0.116611749255,0.0971938393093
Sweden,2012,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.10777417106,0.118224402057,0.0985818849527
Sweden,2013,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.10917339844,0.120136707993,0.0997831212602
Sweden,2014,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.110621202731,0.121727801047,0.100846298196
Sweden,2015,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.112080607829,0.123724046454,0.101581488857
Sweden,2016,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.113578087903,0.126142984314,0.102707166767
Sweden,2017,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.115166210808,0.128795586741,0.103167551255
Switzerland,1990,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0806646181164,0.0882408151284,0.0742179295909
Switzerland,1991,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0817848476261,0.0890364296045,0.0757936356606
Switzerland,1992,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0828400526419,0.0900093233915,0.0769105223778
Switzerland,1993,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0838491043003,0.0907187109172,0.0774381954353
Switzerland,1994,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0847885345353,0.0919034609372,0.0779529878254
Switzerland,1995,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0856230869729,0.0929736652426,0.0782327958232
Switzerland,1996,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0863473000996,0.0935472460693,0.079413050228
Switzerland,1997,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0869895183712,0.0941437763483,0.0802218238125
Switzerland,1998,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0875949656206,0.094608515647,0.0806385699923
Switzerland,1999,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0882200909955,0.0953137442133,0.0810584139525
Switzerland,2000,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0889174540946,0.0964280395196,0.0813223342633
Switzerland,2001,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0896746250054,0.0968425134611,0.0821979607309
Switzerland,2002,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0904725341907,0.0973192635989,0.0833222386507
Switzerland,2003,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0913134452256,0.0980187294182,0.084059779929
Switzerland,2004,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0922345740595,0.0990667058744,0.0847638938161
Switzerland,2005,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0932808209567,0.100440588819,0.085397989154
Switzerland,2006,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0946129130866,0.101925523733,0.0872254707911
Switzerland,2007,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0962896076429,0.104224736611,0.0888887217316
Switzerland,2008,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0981286421443,0.106523484713,0.0903366416144
Switzerland,2009,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0999101274443,0.109181979552,0.0918139043393
Switzerland,2010,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.101435434429,0.11177716278,0.0925636878625
Switzerland,2011,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.102766418945,0.112882036053,0.0941719365557
Switzerland,2012,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.104091428468,0.11426759563,0.095591671725
Switzerland,2013,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.105392441564,0.115689538209,0.0967808946754
Switzerland,2014,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.106695369255,0.11718087335,0.0980913659362
Switzerland,2015,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.107982885264,0.118646636404,0.0991466321814
Switzerland,2016,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.109288125062,0.120215282266,0.100092455156
Switzerland,2017,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.110618369837,0.122251286097,0.100843593934
Turkey,1990,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0416543906014,0.0458182836599,0.0379802943985
Turkey,1991,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0414119784129,0.0453343608858,0.0378864001246
Turkey,1992,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.041292294502,0.0450828193805,0.0378593584869
Turkey,1993,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.041332087465,0.0449416919113,0.0379778795464
Turkey,1994,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0415987260653,0.0452028666227,0.0383084464212
Turkey,1995,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0420626044101,0.0458206185189,0.0388391286519
Turkey,1996,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0427720285311,0.0465357104036,0.0394901568014
Turkey,1997,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0436758511091,0.0476125441159,0.040288485781
Turkey,1998,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0446946918291,0.0488386776197,0.0410030095893
Turkey,1999,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0457880138168,0.0500075890119,0.0419396911025
Turkey,2000,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0468065560808,0.0513229677896,0.0427234096075
Turkey,2001,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0478588328725,0.052519125964,0.0435779334729
Turkey,2002,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.04906455594,0.0536702528817,0.044725470673
Turkey,2003,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0503399105988,0.0548286183065,0.0459816663595
Turkey,2004,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0516450926074,0.0559506336821,0.0475114945291
Turkey,2005,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0528005359503,0.0572806566765,0.0485606638143
Turkey,2006,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0537158470601,0.0577679750644,0.0499399059928
Turkey,2007,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0544942011378,0.0582981297439,0.0509965844635
Turkey,2008,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.055253051328,0.058991234982,0.0518991539628
Turkey,2009,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0561729820548,0.0599544565489,0.0528906663825
Turkey,2010,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.057269690284,0.0612722603354,0.0538477776177
Turkey,2011,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0585204790424,0.0624819810004,0.0551871305175
Turkey,2012,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0599448721705,0.0641824642438,0.056492510221
Turkey,2013,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0615835847909,0.0662352681602,0.0578281718128
Turkey,2014,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0635135860869,0.0685891124248,0.0593334705739
Turkey,2015,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0656422952923,0.0712159941504,0.0608863587407
Turkey,2016,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0678850814105,0.0741865397756,0.0623311488863
Turkey,2017,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.070248104347,0.0775006984167,0.0636076490196
United Kingdom,1990,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0533742722744,0.058097992474,0.0491572866324
United Kingdom,1991,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0538894408609,0.0586907572942,0.0496764989949
United Kingdom,1992,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0544643386322,0.0593779392583,0.0501792870408
United Kingdom,1993,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0550570938391,0.0600338413891,0.0507251883984
United Kingdom,1994,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0556522882921,0.0607082515386,0.0512738846731
United Kingdom,1995,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0562497328951,0.0614073121113,0.0518221397717
